Physician_ID,State,Primary_Specialty,ownership_interest,total_payments,number_of_payments
2973,LA,Allopathic & Osteopathic Physicians|Allergy & Immunology,1,4421.15,293
2974,VA,Allopathic & Osteopathic Physicians|Otolaryngology,0,8229.54,106
2975,TX,Allopathic & Osteopathic Physicians|Urology,0,2689.23,167
2977,GA,Allopathic & Osteopathic Physicians|Family Medicine,0,13861.76,645
2978,OH,Eye and Vision Services Providers|Optometrist,0,2123.02,63
2979,CO,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,0,3888.42,58
2980,NC,Allopathic & Osteopathic Physicians|Family Medicine,0,2269.92,161
2981,TN,Allopathic & Osteopathic Physicians|Internal Medicine,0,661.85,23
2982,UT,Allopathic & Osteopathic Physicians|Ophthalmology,0,980.37,50
2984,PA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2625.43,184
2985,PA,Allopathic & Osteopathic Physicians|Family Medicine,0,30996.12,372
2986,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Advanced Heart Failure and Transplant Cardiology,0,157161.22,400
2987,FL,Dental Providers|Dentist|General Practice,0,2104.3,22
2988,CA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,10366.08,104
2989,OR,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,21737.04,454
2990,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,8350.8,525
2991,CT,Eye and Vision Services Providers|Optometrist,0,1326.53,33
2992,KY,Allopathic & Osteopathic Physicians|Anesthesiology,0,7159.8,25
2993,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,5507,356
2994,OK,Eye and Vision Services Providers|Optometrist,0,2460.2599999999998,66
2995,CO,Eye and Vision Services Providers|Optometrist,0,1431.79,39
2996,OK,Allopathic & Osteopathic Physicians|Neurological Surgery,0,3478.51,53
2997,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,2955.05,217
2999,PA,Allopathic & Osteopathic Physicians|Surgery,0,3874.41,45
3000,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1993.22,100
3003,IL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2681.65,158
3004,OK,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Pediatric Orthopaedic Surgery,0,3721.86,37
3005,WI,Allopathic & Osteopathic Physicians|Urology,0,6645.42,90
3006,OH,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,96104.28,857
3007,MI,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,5929.36,128
3009,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,112134.24,184
3011,WI,Allopathic & Osteopathic Physicians|Urology,1,9469.23,327
3013,IL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,3774.87,129
3014,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,12783.39,194
3015,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,7776.68,84
3016,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,7885.07,229
3018,TN,Allopathic & Osteopathic Physicians|Family Medicine,0,737.92,51
3019,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,3382.9900000000002,85
3020,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,6020.11,276
3021,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,528.15,21
3022,MD,Allopathic & Osteopathic Physicians|Dermatology,0,999.5799999999999,24
3024,TX,Allopathic & Osteopathic Physicians|Urology,0,6894.16,118
3025,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,8774.64,475
3026,WI,Eye and Vision Services Providers|Optometrist,0,5429.15,68
3027,TN,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Pain Medicine,0,5349.58,68
3028,MI,Allopathic & Osteopathic Physicians|Family Medicine,0,8098.44,526
3029,CT,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,81430.72,170
3032,PR,Allopathic & Osteopathic Physicians|Ophthalmology,1,50355.36,125
3033,UT,Allopathic & Osteopathic Physicians|Radiology|Vascular & Interventional Radiology,0,55746.52,164
3034,OH,Allopathic & Osteopathic Physicians|Surgery,0,9377.53,77
3036,MS,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,5900.64,286
3037,AZ,Allopathic & Osteopathic Physicians|Family Medicine,0,17347.28,1634
3038,OH,Allopathic & Osteopathic Physicians|Internal Medicine|Sleep Medicine,0,1049.21,57
3039,UT,Allopathic & Osteopathic Physicians|Neurological Surgery,0,582723.84,56
3043,CA,Allopathic & Osteopathic Physicians|Pediatrics,0,8065.9,413
3045,NC,Allopathic & Osteopathic Physicians|Internal Medicine,0,16807.84,667
3046,NC,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,6614.94,215
3049,FL,Eye and Vision Services Providers|Optometrist,0,4790.09,71
3050,DE,Eye and Vision Services Providers|Optometrist,0,1218.26,26
3051,OH,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Foot and Ankle Surgery,1,587932.13,637
3052,GA,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurocritical Care,0,1475.85,36
3053,CT,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,2220.5099999999998,34
3055,VA,Eye and Vision Services Providers|Optometrist,0,5974.52,88
3056,OR,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,539.46,27
3057,VA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,6019.41,333
3058,TX,Allopathic & Osteopathic Physicians|Ophthalmology,0,1364.2,67
3059,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,5478.59,261
3061,TX,Allopathic & Osteopathic Physicians|Urology,0,3790.02,49
3062,CA,Eye and Vision Services Providers|Optometrist,0,3035.36,44
3065,CA,Allopathic & Osteopathic Physicians|Urology,0,8181.36,247
3066,CT,Eye and Vision Services Providers|Optometrist,0,951.45,34
3067,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,1297.35,51
3068,IL,Allopathic & Osteopathic Physicians|Urology,1,20453.26,332
3069,CT,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,10713.16,675
3070,KS,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1131.13,67
3071,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,409.79,19
3072,CA,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,1224.46,24
3074,MI,Allopathic & Osteopathic Physicians|Plastic Surgery|Surgery of the Hand,0,63553.22,227
3075,CT,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,1,4979.4,262
3076,NC,Allopathic & Osteopathic Physicians|Pediatrics,0,246.13,17
3077,PA,Allopathic & Osteopathic Physicians|Family Medicine,0,665995.14,674
3079,CA,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,2654.7999999999997,43
3080,IN,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,0,2715.1,29
3081,IL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,2788.32,103
3082,AL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Child & Adolescent Psychiatry,0,3695.12,39
3083,MI,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,1173.16,42
3084,IL,Allopathic & Osteopathic Physicians|Otolaryngology,0,1217.57,53
3085,TN,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,8921.48,244
3087,FL,Allopathic & Osteopathic Physicians|General Practice,0,1907.75,93
3088,TN,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,0,1157.84,46
3089,NJ,Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,0,8474.36,129
3093,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,23538.42,1004
3095,OH,Dental Providers|Dentist|Oral and Maxillofacial Surgery,0,1699.1499999999999,43
3096,OH,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,33481.77,176
3097,TN,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,0,16022.34,72
3098,AL,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,2145.5099999999998,52
3099,FL,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,496122.46,1369
3100,PR,Allopathic & Osteopathic Physicians|Urology,0,86829.2,232
3101,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Allergy & Immunology,0,16053.59,432
3102,WV,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,965.25,50
3103,FL,Allopathic & Osteopathic Physicians|Dermatology,0,10856.3,710
3105,NJ,Allopathic & Osteopathic Physicians|Internal Medicine,0,3281.61,237
3106,NY,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,6256.01,158
3107,TX,Allopathic & Osteopathic Physicians|Neurological Surgery,1,267213.78,410
3108,NY,Allopathic & Osteopathic Physicians|Anesthesiology,0,1776.6200000000001,81
3109,CA,Dental Providers|Dentist|Oral and Maxillofacial Surgery,0,19962.76,56
3110,GA,Eye and Vision Services Providers|Optometrist,0,27389.12,189
3111,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,0,14681.65,173
3112,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,517.48,15
3113,KY,Allopathic & Osteopathic Physicians|Pediatrics,0,401.74,29
3114,FL,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,43045.46,206
3115,IL,Dental Providers|Dentist|General Practice,0,146713.6,150
3116,VA,Allopathic & Osteopathic Physicians|Pediatrics,0,2735.16,191
3117,NJ,Allopathic & Osteopathic Physicians|Family Medicine,0,7208.26,602
3118,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,256225.74,628
3119,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,576.44,30
3120,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,6381.53,304
3122,MI,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,12091.5,216
3126,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,5504.36,101
3127,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,2176.78,78
3128,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,9432.57,544
3129,FL,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,184605.36,967
3132,IL,Allopathic & Osteopathic Physicians|Pediatrics,0,373.54,21
3134,GA,Allopathic & Osteopathic Physicians|Family Medicine,0,6905.59,456
3136,FL,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,1804.34,17
3137,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,3363.62,175
3138,SD,Dental Providers|Dentist|Oral and Maxillofacial Surgery,0,2791.57,23
3139,OK,Dental Providers|Dentist,0,2538.33,88
3140,MD,Allopathic & Osteopathic Physicians|Internal Medicine,0,4190.92,175
3141,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,2997.42,32
3142,IA,Dental Providers|Dentist,0,3100.75,36
3143,CA,Eye and Vision Services Providers|Optometrist,0,4184.49,78
3144,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,2135.94,134
3145,TN,Allopathic & Osteopathic Physicians|Ophthalmology,0,2754.45,79
3146,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,4939.17,114
3147,NM,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery,0,2526.21,50
3149,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,2675.22,147
3150,MI,Allopathic & Osteopathic Physicians|Radiology|Vascular & Interventional Radiology,0,396931.56,663
3151,CA,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),0,101158.91,279
3153,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,8211.08,550
3154,GA,Eye and Vision Services Providers|Optometrist,0,5814.97,77
3155,MI,Allopathic & Osteopathic Physicians|Internal Medicine,0,38075.85,1062
3156,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obstetrics,0,813.84,38
3157,FL,Dental Providers|Dentist|Periodontics,0,2181.47,35
3158,IL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,29823.91,319
3159,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,0,18278.05,388
3160,CO,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,3673.81,38
3161,CA,Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngic Allergy,0,2302.96,123
3162,TN,Allopathic & Osteopathic Physicians|Internal Medicine,0,1153.95,73
3163,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,5453.81,182
3164,SC,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,65228.44,404
3165,VA,Allopathic & Osteopathic Physicians|Family Medicine,0,448.83,16
3167,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,19853.61,635
3168,KS,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,0,922.88,51
3170,CA,Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery,0,5373.28,79
3171,FL,Allopathic & Osteopathic Physicians|Radiology|Vascular & Interventional Radiology,0,65239.15,299
3172,KY,Allopathic & Osteopathic Physicians|Dermatology,0,9127.99,549
3173,FL,Allopathic & Osteopathic Physicians|Ophthalmology,1,1605.32,88
3174,ID,Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,0,1256.61,28
3175,OH,Allopathic & Osteopathic Physicians|Family Medicine,0,2030.84,152
3176,MI,Allopathic & Osteopathic Physicians|Family Medicine|Addiction Medicine,0,1037.42,35
3177,SC,Allopathic & Osteopathic Physicians|Family Medicine,0,1390.08,25
3178,AL,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,0,398.89,21
3179,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,9561.51,348
3181,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,1,127523.2,374
3182,IA,Allopathic & Osteopathic Physicians|Ophthalmology,0,2553.39,122
3184,NY,Allopathic & Osteopathic Physicians|Emergency Medicine,0,1208.56,28
3185,MD,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,343.11,22
3186,VA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Trauma,0,98959.72,158
3187,VA,Allopathic & Osteopathic Physicians|Hospitalist,0,3386.04,97
3189,NV,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,2414.64,119
3190,IN,Allopathic & Osteopathic Physicians|Pediatrics,0,1377.51,83
3191,TN,Allopathic & Osteopathic Physicians|Internal Medicine,0,4158.7,289
3192,MD,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,725.21,34
3194,MO,Allopathic & Osteopathic Physicians|Surgery,0,5255.67,85
3196,OH,Allopathic & Osteopathic Physicians|Ophthalmology,0,1764.52,83
3197,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,1912.32,119
3198,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,4190.7,117
3199,CA,Allopathic & Osteopathic Physicians|Pediatrics,0,964.65,29
3203,OK,Allopathic & Osteopathic Physicians|Ophthalmology,0,13117.98,256
3204,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,2192.1,52
3205,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,0,2735.83,63
3206,ID,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,118052.04,167
3207,FL,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,5934.05,357
3208,TX,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,14395.64,777
3209,AZ,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,25183.76,717
3210,NJ,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,23800.11,417
3211,CT,Allopathic & Osteopathic Physicians|Internal Medicine,0,5956.38,276
3213,GA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,9122.77,281
3215,TX,Allopathic & Osteopathic Physicians|Ophthalmology,0,10117.87,165
3217,NY,Allopathic & Osteopathic Physicians|Pediatrics,0,793.35,41
3218,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,24513.24,1119
3219,NJ,Dental Providers|Dentist|General Practice,0,887.99,16
3220,MO,Allopathic & Osteopathic Physicians|Ophthalmology,0,913.61,31
3221,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,1881.07,41
3222,OH,Allopathic & Osteopathic Physicians|Internal Medicine,0,4282.36,350
3223,CO,Allopathic & Osteopathic Physicians|Plastic Surgery,0,1622.63,82
3224,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,0,4019.14,178
3225,IA,Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,0,220507.67,760
3226,LA,Allopathic & Osteopathic Physicians|Family Medicine,0,3315.61,214
3227,FL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,1,7578.37,385
3229,FL,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1662.1100000000001,100
3230,FL,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,13053.53,215
3231,SC,Allopathic & Osteopathic Physicians|Internal Medicine,0,434.14,21
3232,CT,Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology,0,8115.81,60
3233,KS,Allopathic & Osteopathic Physicians|Anesthesiology,0,648.47,16
3234,TN,Allopathic & Osteopathic Physicians|Family Medicine,0,5615.75,388
3235,FL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,4427.8,233
3236,TX,Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,0,1919.46,50
3237,MD,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,9089.71,87
3239,MI,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,14555.88,183
3240,AL,Allopathic & Osteopathic Physicians|Pediatrics,0,1302.72,74
3242,NY,Allopathic & Osteopathic Physicians|Internal Medicine,0,1858.09,20
3244,NY,Dental Providers|Dentist|Endodontics,0,5778.86,65
3245,FL,Eye and Vision Services Providers|Optometrist,0,821.89,10
3246,WV,Allopathic & Osteopathic Physicians|Family Medicine,0,7459.19,695
3247,PA,Allopathic & Osteopathic Physicians|Plastic Surgery,0,22753.18,99
3249,FL,Allopathic & Osteopathic Physicians|Internal Medicine,0,2759.11,41
3250,GA,Allopathic & Osteopathic Physicians|Plastic Surgery|Plastic Surgery Within the Head and Neck,0,227517.53,309
3252,MI,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,39130.46,672
3253,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,9061.19,482
3254,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,2426.56,149
3255,NY,Allopathic & Osteopathic Physicians|Family Medicine,0,1749.58,32
3256,FL,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot Surgery,0,1691,60
3257,PR,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,1613.04,58
3258,MD,Allopathic & Osteopathic Physicians|Pediatrics,1,501.56,31
3259,CA,Allopathic & Osteopathic Physicians|Dermatology|Procedural Dermatology,0,1330.33,26
3260,TX,Allopathic & Osteopathic Physicians|Ophthalmology|Glaucoma Specialist,0,69721.1,145
3261,MI,Allopathic & Osteopathic Physicians|Dermatology,0,11949.09,714
3262,IN,Allopathic & Osteopathic Physicians|Family Medicine,0,824.52,47
3263,TN,Allopathic & Osteopathic Physicians|Family Medicine,0,1264.36,43
3264,NJ,Allopathic & Osteopathic Physicians|Internal Medicine,0,620.58,39
3265,NM,Allopathic & Osteopathic Physicians|Internal Medicine,0,1468.41,100
3266,NE,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,14138.78,757
3268,SC,Allopathic & Osteopathic Physicians|Pediatrics|Adolescent Medicine,0,2201.96,133
3269,OH,Allopathic & Osteopathic Physicians|Pediatrics,0,2356.66,168
3270,CT,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,195139.37,855
3271,CA,Podiatric Medicine & Surgery Service Providers|Podiatrist,0,4149.36,175
3272,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1206,77
3273,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,27579.71,91
3275,NY,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,4043.2,136
3276,VA,Allopathic & Osteopathic Physicians|Internal Medicine,0,888.36,40
3278,OR,Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,0,8056.74,85
3279,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,3702.84,217
3281,VA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery,0,20912.83,126
3283,NY,Eye and Vision Services Providers|Optometrist,0,1692.79,40
3284,AL,Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,0,6850.86,195
3285,KY,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,6862.94,392
3286,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,1201.88,69
3288,WA,Allopathic & Osteopathic Physicians|Neurological Surgery,0,1570.07,28
3290,NM,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,29038.07,223
3291,IN,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,0,13947.61,924
3292,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,14901.31,781
3293,LA,Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,0,3373.42,167
3294,PA,Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Foot and Ankle Surgery,0,4355.4,34
3295,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,4418.17,21
3296,CA,Allopathic & Osteopathic Physicians|Ophthalmology,1,280978.53,633
3297,MI,Allopathic & Osteopathic Physicians|Family Medicine,0,1581.78,91
3298,NY,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,4796.2,187
3299,MI,Allopathic & Osteopathic Physicians|Internal Medicine,0,8781.34,532
3300,FL,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,3462.2,47
3301,FL,Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),0,14343.61,211
3302,NY,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1160.12,73
3303,IN,Allopathic & Osteopathic Physicians|Family Medicine,0,3020.24,196
3304,PA,Allopathic & Osteopathic Physicians|Family Medicine,0,651.3,33
3306,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Transplant Hepatology,0,1008816.56,1004
3308,LA,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Allergy/Immunology,0,6491.57,47
3309,NJ,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,7606.86,491
3310,FL,Allopathic & Osteopathic Physicians|Surgery,0,18968.18,157
3312,NY,Dental Providers|Dentist|Periodontics,0,2241.61,56
3313,IL,Allopathic & Osteopathic Physicians|Otolaryngology|Plastic Surgery within the Head & Neck,0,1297.49,62
3314,NY,Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation,0,2107.22,44
3315,IN,Dental Providers|Dentist|General Practice,0,13732.9,147
3317,CA,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,1715.04,21
3319,CO,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,0,159356.44,550
3320,NJ,Allopathic & Osteopathic Physicians|Internal Medicine|Sports Medicine,0,880.54,38
3321,NY,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Pulmonology,0,3683.85,55
3323,MA,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,0,38821.01,89
3324,FL,Allopathic & Osteopathic Physicians|Family Medicine,0,36585.54,700
3325,GA,Allopathic & Osteopathic Physicians|Pediatrics,0,767.23,37
3326,CA,Allopathic & Osteopathic Physicians|Family Medicine,0,6162.43,258
3327,KS,Allopathic & Osteopathic Physicians|Family Medicine,0,779.88,56
3328,NY,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,5132.97,78
3329,HI,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry,0,2122.07,145
3330,IN,Allopathic & Osteopathic Physicians|Internal Medicine,1,4777.25,387
3332,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,6830.69,289
3333,NJ,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Reproductive Endocrinology,0,2916.66,77
3334,MI,Allopathic & Osteopathic Physicians|Family Medicine,0,8682.31,696
3335,TN,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,225922.21,370
3336,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,3872.5,161
3338,CT,Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,0,2000.6,51
3339,FL,"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",0,9547.3,189
3340,TX,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,0,486.93,25
3342,TX,Allopathic & Osteopathic Physicians|Family Medicine,0,2180.71,128
3343,NY,Eye and Vision Services Providers|Optometrist,0,3015.57,73
3346,TX,Eye and Vision Services Providers|Optometrist,0,12272.68,147
3347,NY,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neuromuscular Medicine,0,5510.18,302
3348,AL,Allopathic & Osteopathic Physicians|Internal Medicine,0,3129.67,224
3350,CA,Allopathic & Osteopathic Physicians|Internal Medicine,0,14229.39,904
3351,PA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1302.29,73
3352,MI,Allopathic & Osteopathic Physicians|Family Medicine,0,13055.18,378
3353,UT,Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,0,1031.1,33
3354,MO,Eye and Vision Services Providers|Optometrist,0,133176.63,253
3356,VA,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obstetrics,0,13937.289999999999,146
3357,FL,Allopathic & Osteopathic Physicians|Ophthalmology|Retina Specialist,1,14986.16,43
3358,GA,Allopathic & Osteopathic Physicians|Internal Medicine,0,15063.17,806
3360,FL,Allopathic & Osteopathic Physicians|Urology,0,5783.36,161
3361,IL,Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,0,8588.1,314
3362,TX,Allopathic & Osteopathic Physicians|Internal Medicine,0,1093764.12,757
3363,NC,Eye and Vision Services Providers|Optometrist,0,1003.37,13
3364,OH,Allopathic & Osteopathic Physicians|Family Medicine,0,6601.89,616
3365,VA,Allopathic & Osteopathic Physicians|Urology,0,176769.65,266
3366,OH,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,0,3795.33,37
3367,TX,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,0,1946.53,121
3368,CA,Allopathic & Osteopathic Physicians|Urology,0,1414.24,86
3369,MO,Eye and Vision Services Providers|Optometrist,0,1512.36,45
