Physician_ID,State,Primary_Specialty,ownership_interest,total_payments,number_of_payments,nature,total_of_nature,range,number_of_payment_range
3515,NC,Family Medicine,0,1626.42,126,Food and Beverage,1625.61,709.76,57
3517,TN,Internal Medicine,0,7637.42,98,Food and Beverage,4463.04,2960.89,16
3518,IL,Pediatrics,0,5934.34,83,Honoraria,2750,4454.5,30
3520,IN,Internal Medicine,0,22364.28,219,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",17950,5912.89,52
3521,OH,Obstetrics & Gynecology,0,1307.3799999999999,87,Food and Beverage,1234.66,378.56,28
3522,OH,Psychiatry & Neurology,0,1142.9,36,Food and Beverage,1142.9,174.05999999999997,4
3523,CA,Dental Providers,1,1730,55,Food and Beverage,1636.26,907.47,24
3524,VA,Internal Medicine,0,28837.670000000002,248,Travel and Lodging,10646.74,18227.39,62
3525,NC,Obstetrics & Gynecology,0,845.24,47,Food and Beverage,845.24,170.91,12
3526,OK,Family Medicine,0,5469.53,324,Food and Beverage,4541.74,1673.8500000000001,48
3527,NJ,Dermatology,0,4113,41,Honoraria,2000,3326.26,7
3529,AZ,Podiatric Medicine & Surgery Service Providers,0,7146.8,93,Food and Beverage,2626.11,3203.14,35
3531,FL,Otolaryngology,0,1444.94,59,Food and Beverage,1355.75,534.4399999999999,24
3532,WA,Orthopaedic Surgery,0,16094.22,122,Travel and Lodging,10347.210000000001,6136.6500000000005,32
3534,OH,Internal Medicine,0,13155.23,909,Food and Beverage,12749.88,1537.51,103
3536,NY,Internal Medicine,0,2713.94,151,Food and Beverage,2712.3,116.36000000000001,14
3537,NY,Pediatrics,0,38500.56,47,Consulting Fee,31947.5,11232.970000000001,13
3538,CA,Pediatrics,0,1293.63,40,Food and Beverage,1044.91,451.55,7
3541,DE,Orthopaedic Surgery,0,11190.56,139,Food and Beverage,4713.86,3510.5699999999997,20
3542,NY,Pediatrics,0,71863.21,33,Consulting Fee,65340,28994.22,6
3543,GA,Orthopaedic Surgery,0,1106.96,11,Education,870,857.23,1
3544,CA,Internal Medicine,0,17131.95,251,Food and Beverage,7410.96,6529.05,26
3545,FL,Internal Medicine,0,3744.8,249,Food and Beverage,3644.41,646.61,45
3546,NE,Family Medicine,0,2098.15,134,Food and Beverage,2091.8,484.91,23
3547,PA,Internal Medicine,0,3332.65,161,Food and Beverage,3181.17,899.8599999999999,57
3549,FL,Surgery,0,3457.9,51,Food and Beverage,2064.95,1437.71,12
3550,FL,Psychiatry & Neurology,0,447060.1,1283,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",242920.45,57104.02999999999,130
3551,VA,Internal Medicine,0,714.64,39,Food and Beverage,713.81,152.13,9
3552,FL,Internal Medicine,0,21588.97,407,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",10150,5395.23,46
3553,ND,Surgery,0,5518.26,130,Travel and Lodging,2952.14,2536.95,21
3554,IL,Dental Providers,0,10094.48,35,Compensation for serving as faculty or as a speaker for an accredited or certified continuing education program,5700,5929.27,13
3555,FL,Dental Providers,0,508.32,18,Food and Beverage,497.64,103.31,4
3556,TX,Family Medicine,0,1285.32,74,Food and Beverage,1285.32,151.98,7
3558,TX,Obstetrics & Gynecology,0,3642.45,223,Food and Beverage,3128.43,353.63,28
3560,MA,Family Medicine,0,9816.7,459,Food and Beverage,6409.2,1207.75,29
3562,FL,Dental Providers,0,29550.96,45,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",27991.25,14443.69,11
3563,TN,Eye and Vision Services Providers,0,2041.9,74,Food and Beverage,1246.73,512.48,10
3566,TX,Internal Medicine,0,1035.94,62,Food and Beverage,1021.69,274.17,16
3567,GA,Internal Medicine,0,6865.43,417,Food and Beverage,6613.31,639.73,68
3568,IL,Internal Medicine,0,28372.21,334,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",12200,6387.33,16
3569,AZ,Family Medicine,0,201.70000000000002,14,Food and Beverage,201.70000000000002,17.71,1
3570,NY,Family Medicine,0,13094.74,775,Food and Beverage,12779.09,1401.2900000000002,74
3571,IL,Pediatrics,0,992.75,26,Food and Beverage,692.75,212.88,5
3573,TN,Internal Medicine,0,4592.52,207,Food and Beverage,2996.37,1999.9800000000002,22
3574,RI,Eye and Vision Services Providers,0,2023.43,45,Food and Beverage,2007.63,418.41999999999996,7
3575,AZ,Physical Medicine & Rehabilitation,0,2424.79,34,Food and Beverage,2026.07,849.49,14
3576,KS,Obstetrics & Gynecology,0,8839.46,123,Education,6019.66,1106.09,22
3578,MI,Internal Medicine,0,5326.72,22,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",2894.43,1817.3999999999999,6
3579,NJ,Orthopaedic Surgery,1,960842.34,1007,Consulting Fee,573787.13,175834.5,153
3580,NC,Pediatrics,0,896.43,44,Food and Beverage,896.43,115.61999999999999,10
3584,PA,Allergy & Immunology,0,10673.5,304,Food and Beverage,10507.23,2023.32,60
3587,CA,Ophthalmology,0,3899.14,126,Food and Beverage,3881.14,665.6599999999999,25
3588,FL,Internal Medicine,0,6032.32,265,Food and Beverage,5331.55,911.55,46
3590,TX,Surgery,0,14958.03,191,Travel and Lodging,9613.97,2382.81,37
3592,OH,Internal Medicine,0,2392.4,163,Food and Beverage,2387.69,1114.02,71
3593,LA,Internal Medicine,0,16827.98,692,Food and Beverage,13470.44,2641,58
3596,TN,Obstetrics & Gynecology,0,2393.76,140,Food and Beverage,2268.76,688.4399999999999,31
3598,GA,Family Medicine,0,498.36,24,Food and Beverage,498.36,120.43000000000002,5
3599,KY,Psychiatry & Neurology,0,3022.23,178,Food and Beverage,2721.24,923.12,52
3600,FL,Dental Providers,0,5244.26,49,Gift,3175.66,1668.71,15
3601,WI,Dental Providers,1,3100.03,22,Gift,2035.06,1835.19,7
3602,NY,Internal Medicine,0,43739.45,61,Consulting Fee,31772.54,13086.739999999998,8
3603,SC,Orthopaedic Surgery,0,1489.72,39,Food and Beverage,1489.72,351.49,8
3604,MI,Urology,0,2657.22,157,Food and Beverage,2032.47,748.98,35
3605,NY,Neurological Surgery,0,9367.539999999999,461,Food and Beverage,8278.31,2409.16,64
3606,AR,Obstetrics & Gynecology,0,1050.99,68,Food and Beverage,1050.99,144.72,6
3607,TX,Orthopaedic Surgery,0,6695.47,124,Education,3840.5,3763.9500000000003,36
3608,NY,Internal Medicine,0,5019.45,199,Food and Beverage,5019.45,1278.16,64
3611,MI,Dermatology,0,878.38,67,Food and Beverage,833.92,210.31,25
3612,RI,Allergy & Immunology,0,23531.95,171,Travel and Lodging,14004.710000000001,5372.4,28
3613,TX,Internal Medicine,0,62385.44,1182,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",38112.5,21173.37,58
3614,MA,Neurological Surgery,0,1948.3799999999999,110,Food and Beverage,1929.42,293.19,21
3615,TN,Otolaryngology,0,2240.87,27,Food and Beverage,2240.87,409.65,6
3616,OH,Eye and Vision Services Providers,0,287.16,14,Food and Beverage,287.16,124.31,3
3617,IL,Internal Medicine,0,15385.78,1388,Food and Beverage,14795,514.6800000000003,43
3619,PA,Orthopaedic Surgery,0,2371.29,32,Food and Beverage,1242.41,1015.86,6
3620,NJ,Internal Medicine,0,679.17,21,Food and Beverage,666.67,270.82,4
3622,FL,Internal Medicine,0,19904.35,751,Food and Beverage,19740.86,986.3500000000004,49
3623,CA,Ophthalmology,0,2595.58,92,Food and Beverage,2538.06,580.3,13
3624,TX,Radiology,0,1157.36,14,Food and Beverage,643.72,648.68,3
3625,NJ,Internal Medicine,0,33930.13,260,Honoraria,17250,13711.99,47
3626,NY,Dental Providers,0,962.6800000000001,45,Food and Beverage,689.67,367.94,13
3627,WA,Obstetrics & Gynecology,0,3366.23,116,Food and Beverage,3141.91,869.8799999999999,32
3629,MA,Radiology,0,43069.43,39,Consulting Fee,17150,16359.179999999998,6
3630,TN,Podiatric Medicine & Surgery Service Providers,0,1663.58,53,Food and Beverage,1568.91,763.0899999999999,29
3631,CA,Dermatology,0,2735.58,111,Food and Beverage,2629.55,588.6199999999999,12
3632,TX,Eye and Vision Services Providers,0,949.76,56,Food and Beverage,872.12,244.47999999999996,12
3633,CA,Orthopaedic Surgery,0,1789.43,38,Food and Beverage,1789.43,423.57,9
3634,LA,Family Medicine,0,4318.82,50,Food and Beverage,4313.82,900.8400000000001,8
3635,GA,Ophthalmology,0,5061.07,158,Food and Beverage,5037.82,509.34000000000015,30
3636,NY,Anesthesiology,0,401282.94,720,Compensation for serving as faculty or as a speaker for a non-accredited and noncertified continuing education program,176312.5,73795.38,81
3637,NY,Obstetrics & Gynecology,0,1429.01,62,Food and Beverage,1429.01,527.51,25
3638,AZ,Internal Medicine,0,4673.24,188,Food and Beverage,3223.34,798.9,17
3639,MN,Surgery,0,8174.82,46,Education,4000,5554.96,21
3640,CA,Internal Medicine,0,28269.98,530,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",20675,8483.4,57
3642,NE,Surgery,0,107996.43,251,Education,89000,22657.019999999997,18
3644,TX,Internal Medicine,0,2026.3,109,Food and Beverage,1850.15,452.24999999999994,29
3645,CT,Internal Medicine,0,502.83,11,Food and Beverage,502.83,243.23000000000002,2
3646,TX,Family Medicine,0,7638.32,569,Food and Beverage,7432.91,1940.32,153
3648,MN,Dental Providers,0,1174.75,28,Food and Beverage,515.18,361.89000000000004,8
3649,NY,Ophthalmology,0,920.51,70,Food and Beverage,920.51,273.28999999999996,21
3650,AZ,Psychiatry & Neurology,0,21227.91,126,Consulting Fee,7301,7222.02,36
3651,MI,Colon & Rectal Surgery,0,43588.39,191,Education,23027.63,12859.83,49
3652,CT,Urology,0,6733.71,114,Food and Beverage,3605.52,1363.8400000000001,28
3653,IL,Family Medicine,0,12917.19,1067,Food and Beverage,12719.89,1679.9,138
3654,TN,Eye and Vision Services Providers,0,3109.37,94,Food and Beverage,2174.75,1553.22,14
3655,TX,Dermatology,0,15220.39,24,Gift,14675.56,14693.18,8
3656,MA,Internal Medicine,0,109025.68,140,Consulting Fee,92888.38,16102.069999999998,15
3658,SC,Internal Medicine,0,16182.73,375,Food and Beverage,9099.94,3660.7400000000002,98
3660,VA,Internal Medicine,0,2533.38,191,Food and Beverage,2504.22,293.51,24
3661,TX,Internal Medicine,0,217722.75,91,Consulting Fee,187026,26308.75,22
3662,CT,Internal Medicine,0,2595.04,169,Food and Beverage,2573.11,481.03,17
3663,GA,Surgery,0,5917.28,81,Food and Beverage,2023.32,1476.6299999999999,11
3664,NY,Family Medicine,0,1873.03,111,Food and Beverage,1692.42,279.89,17
3665,NC,Psychiatry & Neurology,0,7647.69,301,Food and Beverage,7466.4,1498.6599999999999,75
3667,MD,Psychiatry & Neurology,0,1803.93,101,Food and Beverage,1773.94,789.9200000000001,37
3669,MO,Psychiatry & Neurology,1,8841.33,576,Food and Beverage,8055.8,3449.93,224
3670,MT,Psychiatry & Neurology,0,2192.53,45,Food and Beverage,1487.73,856.71,12
3671,PR,Surgery,0,29567.66,52,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",20175,7721.38,15
3672,NY,Dermatology,0,10316.88,606,Food and Beverage,9343.03,1303.79,51
3673,PA,Eye and Vision Services Providers,0,1089.19,65,Food and Beverage,1089.19,245.29,14
3675,CA,Podiatric Medicine & Surgery Service Providers,0,5606.76,114,Travel and Lodging,3477.64,2575.05,24
3676,TX,Obstetrics & Gynecology,0,4386.61,197,Food and Beverage,3192.16,1377.8799999999999,16
3677,FL,Psychiatry & Neurology,0,4688.44,234,Food and Beverage,4419.16,1522.14,119
3678,NY,Ophthalmology,0,9207.48,118,Food and Beverage,6023.81,2922.1,30
3679,VA,Plastic Surgery,0,20108.06,268,Food and Beverage,10669.51,8282.33,21
3681,NJ,Family Medicine,0,13075.51,348,Food and Beverage,12840.89,4061.26,79
3682,GA,Pain Medicine,0,11789.9,447,Food and Beverage,7344.14,4791.88,94
3683,IL,Podiatric Medicine & Surgery Service Providers,0,2812.9900000000002,109,Food and Beverage,2743.13,568.4399999999999,30
3684,MI,Pediatrics,0,1349.3799999999999,80,Food and Beverage,1316.91,265.39,19
3685,NY,Thoracic Surgery (Cardiothoracic Vascular Surgery),0,994.42,25,Food and Beverage,994.42,286.33000000000004,6
3686,NY,Internal Medicine,0,4309.04,97,Food and Beverage,4298.47,1498.7799999999997,30
3687,NY,Internal Medicine,0,1577.04,34,Food and Beverage,1478.04,356.12,8
3688,NY,Urology,0,7159.27,121,Food and Beverage,3790.96,1593.13,12
3690,CA,Internal Medicine,0,5063.12,176,Food and Beverage,3960.27,385.35999999999996,15
3691,UT,Family Medicine,0,4238.41,343,Food and Beverage,4234.7,736.5,62
3693,TX,Eye and Vision Services Providers,0,642.15,28,Food and Beverage,607.03,124.81,4
3694,KY,Psychiatry & Neurology,1,15968.65,1247,Food and Beverage,14850.62,509.8000000000002,45
3695,PA,Family Medicine,0,242.1,17,Food and Beverage,242.1,86.28999999999999,6
3696,FL,Internal Medicine,0,100380.96,465,Consulting Fee,53515,11012.04,42
3697,SC,Pediatrics,0,705.98,48,Food and Beverage,655.98,275.17,24
3698,CA,Dental Providers,0,112.91,9,Food and Beverage,112.91,21.810000000000002,1
3699,GA,Eye and Vision Services Providers,0,1732.17,51,Food and Beverage,1458.17,378.22,10
3700,MI,Psychiatry & Neurology,0,6978.41,482,Food and Beverage,6773.01,1394.45,125
3701,NC,Internal Medicine,0,5644.1,369,Food and Beverage,5644.1,682.68,45
3702,NY,Internal Medicine,0,20937.91,1317,Food and Beverage,18640.69,924.96,41
3703,OH,Internal Medicine,0,5468.64,33,Consulting Fee,3025,3261.8500000000004,6
3704,NY,Obstetrics & Gynecology,0,1222.85,71,Food and Beverage,1179.92,186.01999999999998,10
3707,IN,Anesthesiology,0,10949.51,281,Food and Beverage,7629.31,3604.2799999999997,59
3708,SC,Family Medicine,0,5511.35,388,Food and Beverage,5454.94,471.04999999999995,32
3709,GA,Obstetrics & Gynecology,1,3147.02,171,Food and Beverage,2920.61,373.35,17
3710,IA,Internal Medicine,0,4792.79,402,Food and Beverage,4660.99,483.5899999999999,52
3711,AR,Radiology,0,1812.81,22,Travel and Lodging,1066.3,1215.98,7
3713,OK,Obstetrics & Gynecology,0,8904.2,145,Education,3104.29,3215.96,51
3714,FL,General Practice,0,4939.71,79,Food and Beverage,4117.95,1860.93,36
3715,ID,Family Medicine,0,1802.04,92,Food and Beverage,1557.15,276.87,19
3716,WV,Internal Medicine,0,4387.04,211,Food and Beverage,4387.04,732.51,24
3718,IL,Internal Medicine,0,6938.68,437,Food and Beverage,6896.25,1584.45,67
3719,IN,Dermatology,0,3645.71,59,Honoraria,2000,2941.76,8
3720,MI,General Practice,0,1411.57,80,Food and Beverage,1411.57,120.88999999999999,15
3721,OH,Internal Medicine,0,3733.71,234,Food and Beverage,3631.52,512.03,25
3722,TX,Dental Providers,0,1783.07,28,Food and Beverage,984.02,400.65999999999997,6
3723,TX,Obstetrics & Gynecology,0,2880.69,162,Food and Beverage,2880.69,601.5,29
3724,NY,Family Medicine,0,2566.49,78,Food and Beverage,2566.49,896.71,29
3725,UT,Orthopaedic Surgery,0,381.3,16,Food and Beverage,381.3,74.65,3
3726,LA,Surgery,0,12051.91,164,Travel and Lodging,5949.12,2823.85,20
3727,IA,Urology,0,4243.28,270,Food and Beverage,4000.25,424.7,53
3729,CA,Colon & Rectal Surgery,0,4758.51,91,Food and Beverage,3370.67,1085.18,18
3731,GA,Dental Providers,0,3465.12,41,Gift,3335.84,1977.53,19
3732,TN,Eye and Vision Services Providers,0,3230.28,120,Food and Beverage,3064.59,543.63,21
3734,TX,Orthopaedic Surgery,1,83959.62,274,Consulting Fee,54166.67,59250.18,57
3735,MO,Eye and Vision Services Providers,0,1515.95,24,Food and Beverage,1504.97,375.92999999999995,7
3736,ND,Family Medicine,0,10544.33,1307,Food and Beverage,10513.93,573.8,149
3737,AL,Obstetrics & Gynecology,0,1700.7,106,Food and Beverage,1700.7,253.92000000000004,12
3738,CT,Internal Medicine,0,1490.87,108,Food and Beverage,1453.94,467.76000000000005,39
3740,MI,Dermatology,0,6461.39,120,Food and Beverage,4660.28,2953.2,29
3741,NC,Obstetrics & Gynecology,0,1066.35,62,Food and Beverage,1006.56,194.77999999999997,11
3742,NY,Internal Medicine,0,6322.8,445,Food and Beverage,5623.9,1429.2999999999997,113
3745,FL,Ophthalmology,0,841.26,43,Food and Beverage,841.26,171.4,9
3747,PA,Internal Medicine,0,1598514.38,2772,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1250378,347610.56000000006,276
3748,MA,Dental Providers,0,1240.27,59,Food and Beverage,1222.77,131.72,6
3749,SC,Surgery,0,1185.65,79,Food and Beverage,1185.65,171.32,20
3750,MS,Thoracic Surgery (Cardiothoracic Vascular Surgery),1,164063.74,1067,Travel and Lodging,64368.64,32891.7,118
3752,CA,Dental Providers,1,11515.8,34,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",10523.91,502.3700000000001,4
3753,AZ,Surgery,1,379824.19,466,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",108000,148873.79,175
3754,CA,Surgery,0,2023.6,36,Food and Beverage,1890.53,1250.31,9
3757,NY,Internal Medicine,0,52248.1,173,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",22600,28232.6,59
3758,NC,Hospitalist,0,6111.09,416,Food and Beverage,5975.23,547.88,33
3761,MS,Otolaryngology,0,3802.79,59,Food and Beverage,2731.91,1700.29,12
3762,NY,Obstetrics & Gynecology,0,1950.9,101,Food and Beverage,1831.58,337.70000000000005,14
3763,CA,Internal Medicine,0,17066.09,714,Food and Beverage,16687.27,1530.04,79
3764,CA,Internal Medicine,0,563.61,17,Food and Beverage,430.61,326.43,6
3765,IL,Dental Providers,0,3903.71,59,Gift,2145,1672.44,15
3766,NY,Internal Medicine,0,10781.69,620,Food and Beverage,10747.52,3238.52,199
3767,WA,Dental Providers,0,29776.59,77,Travel and Lodging,12963.539999999999,20963.1,24
3768,IL,Pediatrics,0,1804.75,108,Food and Beverage,1804.75,158.15999999999997,7
3769,FL,Dental Providers,0,710.3100000000001,25,Food and Beverage,680.27,193.19,6
3770,CA,Internal Medicine,0,9508.66,704,Food and Beverage,9453.19,686.0799999999999,47
3771,MI,Plastic Surgery,0,11095.79,101,Gift,4318,6856.53,18
3772,MO,Podiatric Medicine & Surgery Service Providers,0,15662.85,346,Food and Beverage,8995.07,4797.07,45
3774,AZ,Eye and Vision Services Providers,1,978.83,45,Food and Beverage,941.1800000000001,296.72999999999996,11
3776,CA,Orthopaedic Surgery,0,7410.6,81,Food and Beverage,4388.83,2129.0400000000004,22
3777,AL,General Practice,0,1977.77,74,Food and Beverage,1902.08,702.38,16
3779,AK,Orthopaedic Surgery,0,25182.6,116,Travel and Lodging,15024.76,3723.7799999999997,31
3780,CA,Physical Medicine & Rehabilitation,0,4302.6,163,Food and Beverage,3001.5,464.34,18
3781,NY,Orthopaedic Surgery,0,30664.24,35,Consulting Fee,27875,6117.0199999999995,7
3782,AR,Obstetrics & Gynecology,0,616.14,30,Food and Beverage,601.49,113.26,7
3783,TX,Obstetrics & Gynecology,0,4879.66,275,Food and Beverage,4720.08,603.51,22
3784,PA,Family Medicine,0,769.71,46,Food and Beverage,714.85,302.21999999999997,20
3786,CA,Internal Medicine,0,6941.13,180,Food and Beverage,6931.99,744.5,29
3787,OK,Dermatology,0,2629.02,107,Food and Beverage,2430.07,570.97,39
3790,CA,Internal Medicine,0,2279.65,47,Food and Beverage,2279.65,409.00000000000006,13
3791,NY,Internal Medicine,0,86196.13,171,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",70250,63275.39,95
3792,NY,Internal Medicine,0,4017.71,124,Food and Beverage,4016.09,767.4099999999999,18
3793,CA,Ophthalmology,0,10688.59,80,Compensation for serving as faculty or as a speaker for a non-accredited and noncertified continuing education program,5000,7828.33,24
3794,AL,Internal Medicine,0,892.7,14,Food and Beverage,892.7,241.11999999999998,3
3796,IN,Family Medicine,0,3513.94,251,Food and Beverage,3453.29,515.8299999999999,32
3797,CA,Orthopaedic Surgery,0,67312.21,93,Compensation for serving as faculty or as a speaker for an accredited or certified continuing education program,22000,37025.83,35
3800,DE,Family Medicine,0,13278.54,827,Food and Beverage,13054.2,878.8800000000001,44
3801,CA,Obstetrics & Gynecology,0,941.78,30,Food and Beverage,713.59,635.48,14
3802,GA,Internal Medicine,0,1974.68,60,Food and Beverage,1309.3,213.38,17
3803,AL,Internal Medicine,0,12739.2,1053,Food and Beverage,12518.63,999.2899999999997,67
3804,CA,Family Medicine,0,8446.98,361,Food and Beverage,8181.92,567.4399999999999,36
3806,IL,Family Medicine,0,4036.04,244,Food and Beverage,4021.04,964.0799999999999,44
3807,CA,Dental Providers,0,1176.72,18,Gift,756.64,790.49,3
3808,MD,Internal Medicine,0,1921.07,115,Food and Beverage,1921.07,178.05999999999997,11
3809,MI,Psychiatry & Neurology,0,1923.08,118,Food and Beverage,1785.08,551.96,39
3810,AZ,Urology,0,17159.29,484,Food and Beverage,9532.83,3418.84,55
3812,NY,Internal Medicine,0,1301.03,65,Food and Beverage,1220.03,166.95999999999998,9
3813,SC,Ophthalmology,1,698347.78,899,Consulting Fee,394813.55,82875.98999999999,72
3814,NV,Family Medicine,0,1695.53,107,Food and Beverage,1541.53,571.75,38
3815,OK,Ophthalmology,0,8058.94,145,Compensation for serving as faculty or as a speaker for a non-accredited and noncertified continuing education program,4000,2717.42,38
3816,OH,Dermatology,0,14041.72,556,Food and Beverage,12648.94,771.02,34
3817,WI,Obstetrics & Gynecology,0,7271.6900000000005,50,Travel and Lodging,5100.4400000000005,3718.6300000000006,16
3818,FL,Internal Medicine,0,15822.74,210,Travel and Lodging,10002.36,4495.389999999999,69
3819,TX,Family Medicine,0,3701.48,175,Food and Beverage,3665.85,851.76,34
3820,MN,Podiatric Medicine & Surgery Service Providers,0,5587.12,53,Travel and Lodging,3047.32,3311.45,19
3821,NC,Radiology,0,3184.35,33,Food and Beverage,1885.62,1253.6200000000001,6
3822,FL,Emergency Medicine,0,389.61,20,Food and Beverage,389.61,189.33,6
3823,OH,Internal Medicine,0,3059.56,173,Food and Beverage,2726.48,829.16,53
3824,SD,Family Medicine,0,6310.75,554,Food and Beverage,6223.18,603.6600000000001,100
3828,PR,Psychiatry & Neurology,1,1447.45,69,Food and Beverage,1348.08,331.8,7
3829,CT,Internal Medicine,0,3659,174,Food and Beverage,3638.23,190.92000000000007,17
3830,FL,Urology,0,6398.74,133,Food and Beverage,2959.9900000000002,3071.89,24
3831,TX,General Practice,0,2471.46,172,Food and Beverage,2321.07,257.14,32
3832,OR,Orthopaedic Surgery,0,108733.99,206,Consulting Fee,72266.5,31645.769999999997,19
3833,GA,Obstetrics & Gynecology,0,398.53,28,Food and Beverage,387.08,159.75,11
3834,TX,Internal Medicine,0,6791.59,410,Food and Beverage,6362.86,1206.3799999999999,92
3835,MS,Internal Medicine,0,1899.24,69,Food and Beverage,1299.24,781.0600000000001,17
3836,FL,Neurological Surgery,0,3448.99,82,Food and Beverage,3306.25,526.7,15
3838,CA,Internal Medicine,0,10379.07,504,Food and Beverage,10019.66,1284.03,36
3839,CA,Family Medicine,0,659.88,34,Food and Beverage,594.89,193.81,12
3840,LA,Obstetrics & Gynecology,0,790.88,48,Food and Beverage,700.88,145.36,6
3842,UT,Orthopaedic Surgery,0,3090.45,48,Food and Beverage,1367.38,1247.69,17
3843,MO,Internal Medicine,0,374000.36,697,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",227300,52109.55999999999,82
3844,IL,Pediatrics,0,744.77,40,Food and Beverage,719.77,67.22,2
3845,IN,Otolaryngology,0,6338.75,107,Food and Beverage,4840.33,1764.5499999999997,14
3848,TX,Surgery,0,14256.38,100,Education,8500,9295.8,20
3849,MI,Family Medicine,0,6808.43,506,Food and Beverage,6520.85,1540.5700000000002,134
3851,NJ,Internal Medicine,0,2741.8,146,Food and Beverage,2737.63,224.40999999999997,26
3852,MI,Ophthalmology,0,4451.76,44,Travel and Lodging,3137.96,1742.6,10
3854,TX,Internal Medicine,0,2209.54,88,Food and Beverage,2120.75,561.68,15
3855,TX,Family Medicine,0,6831.6,266,Food and Beverage,6726.3,739.99,22
3856,OH,Pediatrics,0,855.8,61,Food and Beverage,855.8,75.65,4
3857,GA,Psychiatry & Neurology,1,1223.43,79,Food and Beverage,1194.41,228.66000000000003,14
3858,NJ,Internal Medicine,0,1682.35,96,Food and Beverage,1525.06,332.19,15
3859,CA,Internal Medicine,0,20453.77,180,Travel and Lodging,14678.43,6725.55,65
3860,MA,Allergy & Immunology,0,8095.72,449,Food and Beverage,8023.37,2707.56,162
3861,TX,Dental Providers,0,19490.57,189,Compensation for serving as faculty or as a speaker for an accredited or certified continuing education program,5300,5100.39,35
3862,CA,Family Medicine,0,3164.28,120,Food and Beverage,3128.31,858.04,21
3863,CT,Internal Medicine,0,15799.54,856,Food and Beverage,13051.09,3523.97,230
3864,MI,Internal Medicine,0,2022.68,113,Food and Beverage,1617,642.8100000000001,38
3866,IN,Internal Medicine,0,585.5,22,Food and Beverage,585.5,159.91000000000003,8
3867,AL,Family Medicine,0,2181.82,168,Food and Beverage,2155.67,568.18,48
3868,NY,Pediatrics,0,601.7,29,Food and Beverage,590.2,241.79999999999998,7
3869,MD,Dental Providers,0,209018.99,113,Consulting Fee,134861.6,27909.589999999997,7
3870,CO,Family Medicine,0,1615.3,102,Food and Beverage,1590.37,268.68,17
3871,MI,Dermatology,0,2507.86,129,Food and Beverage,1345.12,1367.82,79
3873,OK,Family Medicine,0,2496.16,47,Food and Beverage,2481.91,461.64000000000004,11
3874,KY,Surgery,0,1556.61,90,Food and Beverage,1514.61,284.53000000000003,15
3875,GA,Internal Medicine,0,17466.3,1017,Food and Beverage,14632.7,725.3399999999999,32
3877,TX,Family Medicine,0,3672.46,311,Food and Beverage,3642.28,940.1800000000001,83
3878,IN,Family Medicine,0,1018.46,39,Food and Beverage,1018.46,234.79999999999998,9
3880,NC,Family Medicine,0,935.64,44,Food and Beverage,929.62,350.66999999999996,14
3881,OK,Internal Medicine,0,312020.26,1529,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",188958,29460.740000000005,51
3882,FL,Family Medicine,0,1090.68,61,Food and Beverage,1087.03,267.55,20
3884,KY,Family Medicine,0,1231.93,126,Food and Beverage,1059.48,296.3,35
3885,KY,Orthopaedic Surgery,0,6106.43,52,Travel and Lodging,5175.97,4195.34,7
3886,SC,Internal Medicine,0,20935.51,113,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",12750,15544.59,45
3887,AL,Otolaryngology,0,2118.65,34,Food and Beverage,2118.65,557.7,8
3888,FL,Ophthalmology,0,1263.79,41,Food and Beverage,1263.79,253.48999999999998,10
3889,OR,Psychiatry & Neurology,0,4474.44,266,Food and Beverage,4289.08,924.9100000000001,71
3890,PA,Eye and Vision Services Providers,0,5525.59,137,Food and Beverage,4506.22,2074.86,33
3893,TX,Psychiatry & Neurology,1,4962.45,368,Food and Beverage,4153.62,1677.19,119
3895,TN,Eye and Vision Services Providers,0,7077.78,108,Food and Beverage,7050.48,1249.88,20
3896,IL,Internal Medicine,0,3622.83,193,Food and Beverage,2769.36,820.8,30
3897,CO,Psychiatry & Neurology,1,7553.97,351,Food and Beverage,7187.78,2359.2000000000003,122
3898,KS,Dental Providers,0,2939.09,57,Food and Beverage,2924.84,891.21,20
