Physician_ID;State;Primary_Specialty;total_payments;number_of_payments;top_nature;total_of_top_nature;range_count;range_total;top_company;pay_count;std;top_rpi;rpi_count;cash;services;stock;stock_opt;any_ownership;dividend;stock_or_other;top_fop;fop_count
2346;PR;Internal Medicine;916.53;36;Food and Beverage;837.53;9;169.61999999999998;75;12;24.451711149682637;Covered;26;2.0;34.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;34
2347;MA;Obstetrics & Gynecology;3858.5999999999995;178;Food and Beverage;3722.5799999999995;16;387.32000000000005;123;31;16.782334091824293;Yes;107;17.0;161.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;161
2348;NY;Pediatrics;5298.530000000001;281;Food and Beverage;5298.530000000001;29;407.8399999999999;150;27;25.11732552492637;Yes;147;26.0;255.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;255
2349;OK;Anesthesiology;2591.4299999999994;163;Food and Beverage;2539.4699999999993;30;240.2299999999999;321;38;21.58442988204984;Covered;79;38.0;125.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;125
2350;AR;Anesthesiology;16523.86000000001;287;Food and Beverage;7259.000000000002;76;7211.839999999997;596;32;71.69865464362195;Yes;179;54.0;233.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;233
2351;FL;Ophthalmology;1686.7199999999996;75;Food and Beverage;1686.7199999999996;17;508.78;296;12;14.53619112337777;Covered;38;1.0;74.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;74
2352;NY;Ophthalmology;4620.010000000001;151;Food and Beverage;4442.360000000001;21;587.0099999999998;296;15;28.916909636927265;Yes;72;7.0;144.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;144
2353;CA;Pathology;948.5;10;Food and Beverage;948.5;1;92.19;145;7;32.037713806580854;Yes;6;0.0;10.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;10
2355;VA;Eye and Vision Services Providers;2484.1799999999994;37;Food and Beverage;2403.229999999999;4;360.33;296;12;31.093384974931315;Yes;23;2.0;35.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;35
2356;TX;;3062.8299999999995;67;Food and Beverage;1843.8800000000003;7;1440.4599999999998;1878;24;242.4867672398654;Yes;42;10.0;57.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;57
2357;NC;Internal Medicine;8120.130000000001;301;Food and Beverage;4469.930000000002;79;1863.33;604;37;57.474380252270535;Covered;180;21.0;280.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;280
2358;NY;Ophthalmology;1393.44;36;Food and Beverage;1393.44;7;302.88;296;10;31.826832796138124;Yes;22;3.0;33.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;33
2359;TN;Surgery;59060.939999999995;219;Education;41500.0;46;14986.189999999999;278;30;105.89609755705764;Yes;115;53.0;166.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;166
2360;NY;Podiatric Medicine & Surgery Service Providers;1413.7700000000002;18;Food and Beverage;1413.7700000000002;4;351.08;609;15;25.938759943007152;Yes;14;5.0;13.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;13
2362;KS;Otolaryngology;1661.9400000000005;55;Food and Beverage;1392.71;27;811.3000000000001;130;12;21.099115247753996;Yes;46;40.0;15.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;40
2364;MI;Family Medicine;591.19;43;Food and Beverage;586.0400000000001;11;128.71000000000004;169;11;9.96963793889517;Yes;29;0.0;43.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;43
2365;MO;Internal Medicine;1552.6899999999982;114;Food and Beverage;1545.7199999999982;20;230.52999999999994;150;12;24.40375705807473;Yes;84;10.0;104.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;104
2366;TX;Internal Medicine;12357.660000000002;279;Food and Beverage;10538.05;103;2857.2099999999996;216;29;47.033985384113286;Yes;209;133.0;146.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;146
2368;WV;;1985.7100000000003;49;Food and Beverage;1985.7100000000003;11;426.5;197;10;23.914949302738904;Yes;28;3.0;46.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;46
2369;WI;Dental Providers;2094.2;28;Gift;1555.15;11;1654.1299999999999;285;8;76.27067715525887;Covered;14;4.0;24.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;24
2370;NY;Family Medicine;4744.000000000001;177;Food and Beverage;4724.750000000002;43;1030.75;75;23;24.585027156385934;Yes;134;7.0;170.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;170
2371;SC;Internal Medicine;26257.949999999997;696;Food and Beverage;13953.499999999985;40;3893.5899999999997;597;34;41.22171835021486;Yes;444;77.0;619.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;619
2373;OH;Internal Medicine;5176.94;158;Food and Beverage;3227.7799999999993;36;1725.1199999999994;859;19;47.3730504301302;Yes;113;14.0;144.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;144
2374;MI;Internal Medicine;979.2000000000004;68;Food and Beverage;979.2000000000004;12;169.20000000000005;10;21;5.154911490682218;Covered;35;2.0;66.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;66
2376;MI;Podiatric Medicine & Surgery Service Providers;11725.130000000001;141;Food and Beverage;5979.619999999999;20;2112.4800000000005;722;32;86.2332196586017;Yes;67;25.0;115.0;0.0;0.0;0.0;1.0;0.0;In-kind items and services;115
2377;MS;Eye and Vision Services Providers;3033.7400000000002;84;Food and Beverage;2455.9;15;954.02;1084;11;15.522002723538156;Yes;62;5.0;79.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;79
2378;FL;Pediatrics;522.08;23;Food and Beverage;510.58000000000004;5;200.38;1961;10;49.540462348384146;Yes;13;3.0;20.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;20
2379;CA;Obstetrics & Gynecology;55629.429999999986;140;Consulting Fee;24174.18;40;27880.44;1862;11;512.5494181070175;Yes;73;38.0;102.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;102
2381;NC;Psychiatry & Neurology;7220.01;51;Food and Beverage;6970.03;16;5735.94;169;14;773.9419149441505;Covered;33;2.0;49.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;49
2382;AZ;Internal Medicine;79475.35000000002;103;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;64862.05;22;25661.36;972;8;439.19757071021036;Yes;48;52.0;51.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;52
2383;NJ;Obstetrics & Gynecology;3629.5899999999997;116;Food and Beverage;2327.7799999999993;19;511.54;1290;32;58.53900310285853;Yes;73;7.0;109.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;109
2385;OR;Internal Medicine;42377.11;266;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;29763.5;60;19275.710000000003;240;43;235.28122732674075;Yes;205;31.0;235.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;235
2386;GA;Surgery;10890.720000000005;86;Food and Beverage;5224.990000000002;24;5859.389999999999;271;13;167.54976200891065;Yes;54;42.0;44.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;44
2387;NC;;1301444.67;316;Consulting Fee;1043749.29;38;220557.58000000002;481;11;1498.5022504305384;Yes;198;87.0;229.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;229
2388;IN;Internal Medicine;2387.380000000001;55;Travel and Lodging;1160.7;14;1623.8300000000002;54;17;51.56716346617904;Yes;28;11.0;44.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;44
2389;CA;Family Medicine;15811.690000000004;333;Food and Beverage;6295.680000000003;123;6312.739999999999;74;36;63.59092219754136;Covered;225;26.0;307.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;307
2390;NJ;Family Medicine;7423.090000000002;455;Food and Beverage;7202.409999999995;103;1014.7700000000003;123;42;25.05921919510355;Covered;250;27.0;428.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;428
2391;NJ;Obstetrics & Gynecology;556.6099999999999;37;Food and Beverage;531.8499999999999;7;96.10000000000001;190;16;6.349199898330365;Yes;22;0.0;37.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;37
2392;AR;Obstetrics & Gynecology;37174.21000000001;196;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;30875.0;12;6020.93;1;26;72.83153776338094;Yes;112;33.0;163.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;163
2393;OH;Obstetrics & Gynecology;1788.3200000000008;121;Food and Beverage;1656.4300000000007;17;269.38000000000005;1;30;9.540501019022983;Yes;68;7.0;114.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;114
2394;KY;Obstetrics & Gynecology;2841.34;50;Food and Beverage;1403.45;14;1532.25;1361;13;49.94823886277966;Yes;34;20.0;30.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;30
2395;NY;Dental Providers;3028.4200000000005;60;Food and Beverage;2071.17;12;1052.9200000000005;750;9;15.820930229433168;Yes;31;43.0;17.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;43
2396;TN;Internal Medicine;11573.249999999998;67;Travel and Lodging;8187.37;20;3223.2299999999996;797;10;175.88672587913118;Yes;21;18.0;49.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;49
2397;WA;Family Medicine;967.7199999999997;64;Food and Beverage;953.9699999999998;9;137.14999999999998;152;20;7.763560968147307;Yes;37;0.0;64.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;64
2398;PA;Pediatrics;2442.97;157;Food and Beverage;2320.0600000000004;14;240.37000000000006;1393;26;7.397158820876587;Yes;96;12.0;145.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;145
2403;TX;Orthopaedic Surgery;8242.640000000001;118;Travel and Lodging;4781.900000000001;17;1441.83;267;20;49.218759117945375;Yes;46;13.0;105.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;105
2404;FL;Internal Medicine;11251.289999999995;142;Travel and Lodging;7919.36;22;6426.049999999999;597;23;50.90807026256077;Yes;106;16.0;126.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;126
2405;MO;Orthopaedic Surgery;23806.910000000003;300;Food and Beverage;11823.830000000002;36;7144.440000000002;700;35;254.45904086841708;Yes;173;76.0;224.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;224
2407;WV;Dermatology;10434.05;477;Food and Beverage;7647.37999999999;97;2412.0;245;38;26.23554324068635;Yes;196;31.0;446.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;446
2408;NY;Internal Medicine;2536.5699999999997;93;Food and Beverage;2507.89;20;580.5699999999999;150;19;17.83185153434264;Yes;70;4.0;89.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;89
2409;CA;Pediatrics;29488.420000000002;44;Gift;28309.82;11;28643.0;209;12;8165.449289486268;Yes;32;3.0;41.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;41
2411;TX;Dental Providers;6977.72;103;Food and Beverage;3031.32;11;1679.87;488;17;44.725499992480806;Covered;48;28.0;75.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;75
2412;FL;Eye and Vision Services Providers;1947.43;32;Food and Beverage;1408.9900000000002;7;527.29;296;10;34.956160298074884;Covered;9;6.0;26.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;26
2413;WA;Internal Medicine;3835.9000000000005;110;Food and Beverage;2558.0000000000005;31;1243.79;521;23;56.91385373534923;Covered;61;20.0;90.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;90
2414;CA;Dental Providers;863.11;27;Food and Beverage;633.11;8;250.47;42;15;26.00446794994638;Yes;22;13.0;14.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;14
2415;OH;Psychiatry & Neurology;8335.759999999993;698;Food and Beverage;7984.109999999994;143;1366.7100000000005;1259;51;4.171556071530461;Yes;546;250.0;448.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;448
2417;OK;Internal Medicine;7667.58;319;Food and Beverage;5921.0;34;2269.87;131;37;62.58268454927105;Yes;201;38.0;281.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;281
2418;UT;Internal Medicine;3735.28;32;Food and Beverage;2824.3300000000004;4;1251.3799999999999;344;13;104.98618224306645;Yes;22;8.0;24.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;24
2419;MI;Eye and Vision Services Providers;757.0699999999999;16;Food and Beverage;746.09;4;219.19;296;7;28.804470376889793;Yes;9;0.0;16.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;16
2420;UT;Surgery;15914.51;26;Gift;8100.0;5;8138.73;190;11;2392.491500728462;Yes;12;12.0;14.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;14
2421;OK;Family Medicine;978.9300000000001;60;Food and Beverage;973.3100000000002;15;230.65999999999997;321;14;4.526748998387064;Yes;39;40.0;20.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;40
2422;KY;Surgery;32362.229999999996;231;Travel and Lodging;9146.89;35;10549.619999999999;278;31;87.26814573844986;Yes;152;42.0;189.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;189
2423;CA;Family Medicine;12373.45;1361;Food and Beverage;12181.279999999997;103;804.3800000000001;75;43;19.909818319545476;Yes;794;24.0;1337.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;1337
2426;TX;Dental Providers;81929.33000000003;105;Travel and Lodging;36957.05;17;34966.31999999999;1495;13;1080.3504534999329;Yes;43;20.0;85.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;85
2427;FL;Internal Medicine;1275.3600000000006;48;Food and Beverage;1212.5400000000004;4;275.03;521;21;25.097383775033443;Yes;29;2.0;46.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;46
2428;KS;Internal Medicine;2343.0200000000013;164;Food and Beverage;2281.1799999999994;66;678.6300000000001;197;13;6.537730811841393;Yes;111;33.0;131.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;131
2430;NJ;Urology;7846.339999999999;222;Food and Beverage;4486.459999999995;27;3209.7700000000004;278;40;43.09133281724793;Yes;155;15.0;207.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;207
2432;MO;Orthopaedic Surgery;10955.73;83;Travel and Lodging;4646.9;12;4786.499999999999;267;19;112.98790547178398;No;36;7.0;76.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;76
2433;VA;Obstetrics & Gynecology;664.1399999999999;46;Food and Beverage;648.3599999999999;7;100.89000000000001;348;17;4.487980804480885;Yes;29;2.0;44.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;44
2434;AL;Psychiatry & Neurology;198631.67000000004;1559;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;160857.56;79;21164.570000000014;60;65;81.27445445262939;Yes;1034;591.0;968.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;968
2435;NY;Ophthalmology;868.1999999999998;39;Food and Beverage;868.1999999999998;7;136.59;1084;14;27.70857660617819;Yes;19;4.0;35.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;35
2436;CA;Internal Medicine;7161.0000000000055;410;Food and Beverage;7151.590000000006;79;877.7900000000004;123;39;25.221066787163295;Yes;310;13.0;397.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;397
2437;CA;Psychiatry & Neurology;4305.850000000003;256;Food and Beverage;4229.630000000002;31;695.0000000000001;154;21;22.515295714438558;Yes;184;54.0;202.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;202
2439;TX;Ophthalmology;1933.630000000001;67;Food and Beverage;1858.3300000000008;16;384.97;296;12;23.658617762473046;Yes;50;3.0;64.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;64
2440;SC;;18665.130000000005;660;Food and Beverage;10649.56;53;3909.9000000000005;344;43;39.27516885089488;Yes;447;141.0;519.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;519
2442;CA;Thoracic Surgery (Cardiothoracic Vascular Surgery);3547.559999999999;53;Food and Beverage;3121.029999999999;18;1047.7399999999998;818;14;40.928931190863736;Yes;40;7.0;46.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;46
2443;IL;Colon & Rectal Surgery;32453.480000000007;244;Consulting Fee;18280.1;33;25053.98;18;51;429.90479209525876;Yes;151;21.0;223.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;223
2444;MI;Family Medicine;4288.969999999999;368;Food and Beverage;4269.129999999998;20;168.01999999999998;74;32;3.0200617929763904;Yes;212;6.0;362.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;362
2445;GA;Internal Medicine;1018.9599999999997;78;Food and Beverage;699.5500000000001;22;194.02999999999997;69;11;20.584918069162516;Covered;51;1.0;77.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;77
2446;SC;Ophthalmology;269182.19;25;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;268130.15;8;261828.94;322;7;50656.93499574539;Covered;12;3.0;22.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;22
2447;TN;Family Medicine;11531.929999999997;901;Food and Beverage;11304.419999999995;87;1333.34;74;51;13.730101589252326;Yes;500;18.0;883.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;883
2449;IL;Dental Providers;5904.2800000000025;49;Food and Beverage;2076.2799999999997;11;1454.4699999999998;1264;10;336.1326802270544;Yes;37;8.0;41.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;41
2450;LA;Psychiatry & Neurology;8539.929999999998;487;Food and Beverage;8384.929999999998;22;388.69000000000005;1393;24;12.352696364307608;Yes;318;85.0;402.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;402
2451;MO;Family Medicine;7345.610000000002;555;Food and Beverage;7102.970000000001;22;354.4000000000002;74;31;8.36279551074924;Yes;367;5.0;550.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;550
2452;TX;Eye and Vision Services Providers;2779.320000000001;58;Food and Beverage;2722.520000000001;19;958.26;296;16;28.64985405812161;Covered;24;11.0;47.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;47
2453;TX;Eye and Vision Services Providers;779.49;36;Food and Beverage;779.49;10;264.58000000000004;111;8;14.010590479718513;Covered;19;14.0;22.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;22
2454;MD;Internal Medicine;5434.210000000003;149;Food and Beverage;3356.230000000002;50;1780.73;604;25;49.97300121013346;Covered;106;6.0;143.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;143
2455;GA;Internal Medicine;3992.129999999998;195;Food and Beverage;3814.5599999999986;45;894.0799999999999;147;30;23.674878231524755;Yes;165;45.0;150.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;150
2456;KY;Pediatrics;987.4900000000004;69;Food and Beverage;975.1900000000003;18;279.74;1393;9;7.18844414212522;Covered;39;0.0;69.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;69
2457;MO;Allergy & Immunology;1961.4499999999994;99;Food and Beverage;1806.4499999999994;23;303.24999999999994;147;17;26.319567608469917;Yes;82;2.0;97.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;97
2458;IN;Family Medicine;1795.9799999999998;60;Food and Beverage;1617.2399999999998;19;597.6400000000001;334;15;37.90069778871586;Yes;29;0.0;60.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;60
2460;MA;Internal Medicine;9561.140000000001;406;Food and Beverage;9384.570000000005;36;1195.51;123;29;15.220551357496296;Yes;258;11.0;395.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;395
2461;CA;Internal Medicine;1434.9899999999998;27;Food and Beverage;1101.35;6;370.21999999999997;597;12;32.18630044118254;Yes;15;1.0;26.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;26
2462;MA;Orthopaedic Surgery;17871.870000000003;146;Travel and Lodging;12968.22;31;4529.16;700;15;64.96169480048592;Yes;103;106.0;40.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;106
2463;NJ;Internal Medicine;7159.059999999998;216;Food and Beverage;5561.44;28;826.5700000000002;75;34;133.7917907778334;Yes;131;12.0;204.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;204
2464;IL;Anesthesiology;326.25999999999993;17;Food and Beverage;306.17999999999995;5;73.45;438;6;29.658391602019574;Covered;10;0.0;17.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;17
2465;NC;Psychiatry & Neurology;2786.5800000000004;37;Food and Beverage;2664.04;7;639.13;897;15;40.0347641110007;Yes;19;4.0;33.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;33
2466;TX;Surgery;4878.5;59;Food and Beverage;2956.77;9;1235.9299999999998;941;15;237.2307841840711;Yes;31;25.0;34.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;34
2467;FL;Pathology;1207.98;24;Food and Beverage;1207.98;5;471.6;47;9;38.23491313124105;Covered;13;11.0;13.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;13
2468;CA;Pain Medicine;15558.589999999986;603;Food and Beverage;13499.679999999991;42;3005.6299999999983;216;66;244.18762824811202;Yes;326;231.0;372.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;372
2469;DC;Internal Medicine;8800.840000000002;202;Food and Beverage;3940.5700000000015;81;4784.429999999999;47;11;25.256440896290822;Yes;183;9.0;193.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;193
2470;NJ;Internal Medicine;9556.849999999995;561;Food and Beverage;9413.719999999994;60;1380.3799999999997;74;31;19.50191570546112;Yes;331;15.0;546.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;546
2471;MN;Physical Medicine & Rehabilitation;35755.59999999999;69;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;22700.0;19;15216.769999999999;190;7;446.0742526683839;Yes;41;16.0;53.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;53
2472;MI;Urology;4433.919999999999;248;Food and Beverage;3450.0599999999995;37;1029.4099999999999;69;34;25.156880826120744;Yes;153;29.0;219.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;219
2473;MS;Internal Medicine;9247.130000000006;494;Food and Beverage;9067.170000000006;75;1629.8299999999997;147;43;20.017710260754164;Yes;224;81.0;413.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;413
2474;NY;Internal Medicine;1309.9099999999999;40;Food and Beverage;1121.62;11;318.54999999999995;47;9;32.794965576362856;Yes;30;9.0;31.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;31
2475;FL;Internal Medicine;258878.8599999998;713;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;123559.0;80;45079.67999999999;147;32;211.77984319822235;Yes;428;225.0;488.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;488
2476;FL;Orthopaedic Surgery;14772.810000000001;94;Food and Beverage;5958.359999999999;20;4320.650000000001;1232;24;120.67282739553;Yes;57;25.0;69.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;69
2477;AR;Psychiatry & Neurology;17790.529999999988;1184;Food and Beverage;16577.569999999996;68;1051.6399999999999;114;50;3.327064161100101;Yes;707;319.0;865.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;865
2480;AL;Orthopaedic Surgery;1039.44;40;Food and Beverage;1039.44;9;169.32999999999998;599;7;57.92561478294377;Covered;19;5.0;35.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;35
2481;CA;Internal Medicine;14734.959999999985;1011;Food and Beverage;14172.009999999991;32;384.65999999999985;123;45;24.947873164528563;Yes;606;76.0;935.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;935
2482;PA;Podiatric Medicine & Surgery Service Providers;785.3400000000001;39;Food and Beverage;785.3400000000001;8;145.27999999999997;1277;16;6.719900369164624;Yes;24;15.0;24.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;24
2483;OK;Obstetrics & Gynecology;2709.7200000000016;81;Food and Beverage;1768.9000000000005;13;1154.23;1406;31;16.08597233287978;Yes;52;9.0;72.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;72
2484;CA;Orthopaedic Surgery;7977.209999999998;93;Food and Beverage;3069.11;20;4038.14;267;24;126.61229434933514;Yes;49;40.0;53.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;53
2485;CT;Internal Medicine;10923.290000000008;821;Food and Beverage;10767.210000000012;54;604.5099999999995;74;49;18.572599668749707;Yes;463;27.0;794.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;794
2486;CA;Dental Providers;349.82;12;Gift;310.0;2;60.0;686;3;12.289990925738413;No;6;10.0;2.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;10
2489;IL;Internal Medicine;4915.5899999999965;131;Food and Beverage;4767.179999999998;26;1728.57;74;28;32.12551849497438;Yes;79;8.0;123.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;123
2490;WA;Urology;8620.359999999999;139;Food and Beverage;5347.560000000002;18;1802.54;521;30;55.86653662920557;Yes;96;11.0;128.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;128
2491;MI;Internal Medicine;5070.04;386;Food and Beverage;4875.95;44;511.7499999999998;74;36;7.883481890162;Yes;253;24.0;362.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;362
2492;NC;Radiology;6287.5199999999995;43;Honoraria;3870.0;11;4899.219999999999;303;19;100.96463071053019;Yes;32;22.0;21.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;22
2493;TX;Pediatrics;1995.0900000000004;90;Food and Beverage;1920.0900000000001;19;394.12999999999994;1324;28;11.434812299376835;Yes;72;9.0;81.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;81
2494;TN;Internal Medicine;5716.08;399;Food and Beverage;5485.1;33;251.63999999999987;147;28;3.6854341796665415;Yes;260;53.0;346.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;346
2495;NY;Dermatology;746134.6300000002;817;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;394873.55;158;123440.03;145;28;3254.875633488002;Covered;403;416.0;401.0;0.0;0.0;0.0;0.0;0.0;Cash or cash equivalent;416
2496;FL;Ophthalmology;800.0199999999999;16;Food and Beverage;724.7199999999999;4;243.70000000000002;1393;12;33.82687640655345;Yes;11;0.0;16.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;16
2497;IN;Internal Medicine;36821.26;504;Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program;13450.0;47;11430.900000000003;71;48;83.78443914690894;Yes;309;28.0;476.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;476
2498;NY;Internal Medicine;9644.739999999996;195;Food and Beverage;9237.159999999998;54;2406.2;122;29;27.44664804471216;Yes;149;30.0;165.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;165
2499;OR;Otolaryngology;17367.920000000002;59;Consulting Fee;8599.43;22;10599.39;596;12;290.65297307737177;Yes;43;14.0;45.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;45
2500;CA;Internal Medicine;7802.509999999998;555;Food and Beverage;7550.409999999999;75;749.0999999999997;150;28;24.33496501458987;Yes;404;57.0;498.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;498
2501;FL;Internal Medicine;3062.820000000001;228;Food and Beverage;3060.130000000001;42;494.23;334;18;8.731320585803132;Yes;171;9.0;219.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;219
2502;MA;Plastic Surgery;11447.01;67;Travel and Lodging;5259.390000000001;21;6415.339999999999;190;14;237.1882358726346;Yes;45;12.0;55.0;0.0;0.0;0.0;0.0;0.0;In-kind items and services;55
